TransactionID,Year,Month,SalePrice_GBP,ProfitMarginPct,Profit_GBP,BuyerAgeGroup,BuyerGender,BuyerRegion,PurchaseChannel,ResaleIntent
571,2024,1,6579.3,37.1,2440.92,60+,Female,South East,Authorized Dealer,Hold Long-Term
572,2024,10,4095.5,41.9,1716.01,30–44,Male,Northern Ireland,Authorized Dealer,Sell Within 3y
573,2024,8,3758.53,40.5,1522.2,45–59,Male,London,Authorized Dealer,Trade-In
574,2024,7,6777.64,36.4,2467.06,60+,Male,Midlands,Authorized Dealer,Hold Long-Term
575,2023,9,6969.29,39.0,2718.02,30–44,Female,Midlands,Authorized Dealer,Hold Long-Term
576,2023,9,5009.43,36.5,1828.44,60+,Male,North England,Online Boutique,Sell Within 3y
577,2024,12,4441.95,34.2,1519.15,30–44,Male,Northern Ireland,Authorized Dealer,Hold Long-Term
578,2023,5,3899.27,38.9,1516.82,60+,Female,North England,Pre-Owned Dealer,Hold Long-Term
579,2023,11,7615.54,44.2,3366.07,60+,Male,Scotland,Pre-Owned Dealer,Hold Long-Term
580,2024,3,8655.96,40.8,3531.63,60+,Non-binary/Other,North England,Authorized Dealer,Trade-In
581,2024,6,8812.6,32.5,2864.1,60+,Male,London,Pre-Owned Dealer,Trade-In
582,2023,8,8447.94,40.7,3438.31,45–59,Female,London,Authorized Dealer,Hold Long-Term
583,2023,8,5314.77,32.4,1721.99,45–59,Male,Northern Ireland,Authorized Dealer,Trade-In
584,2024,6,12536.07,21.4,2682.72,30–44,Male,North England,Authorized Dealer,Sell Within 3y
585,2023,7,4412.97,31.6,1394.5,30–44,Female,London,Authorized Dealer,Hold Long-Term
586,2024,4,8298.62,37.2,3087.09,45–59,Non-binary/Other,South East,Online Boutique,Hold Long-Term
587,2023,10,5625.45,29.1,1637.01,45–59,Male,North England,Online Boutique,Sell Within 3y
588,2024,11,4225.02,37.3,1575.93,45–59,Male,Midlands,Authorized Dealer,Trade-In
589,2023,7,5100.05,42.2,2152.22,45–59,Female,London,Authorized Dealer,Sell Within 3y
590,2023,12,8221.54,35.9,2951.53,45–59,Male,North England,Authorized Dealer,Sell Within 3y
591,2023,5,10213.88,38.5,3932.34,30–44,Male,London,Pre-Owned Dealer,Hold Long-Term
592,2024,10,7522.0,34.9,2625.18,45–59,Male,South East,Authorized Dealer,Trade-In
593,2024,6,2043.25,24.5,500.6,30–44,Male,London,Online Boutique,Sell Within 3y
594,2023,11,8871.79,37.5,3326.92,45–59,Male,South East,Authorized Dealer,Trade-In
595,2023,12,2823.46,32.5,917.62,60+,Male,North England,Pre-Owned Dealer,Trade-In
596,2023,8,14298.66,37.7,5390.59,30–44,Male,North England,Authorized Dealer,Trade-In
597,2024,11,7211.94,26.5,1911.16,60+,Male,Scotland,Pre-Owned Dealer,Sell Within 3y
598,2023,4,7013.7,37.2,2609.1,60+,Male,London,Authorized Dealer,Sell Within 3y
599,2024,5,9885.88,39.0,3855.49,45–59,Male,South East,Authorized Dealer,Hold Long-Term
600,2023,11,5904.95,43.3,2556.84,45–59,Male,London,Authorized Dealer,Hold Long-Term
601,2024,8,5966.04,37.4,2231.3,45–59,Female,London,Authorized Dealer,Trade-In
602,2024,9,5676.69,29.7,1685.98,Under 30,Female,South East,Authorized Dealer,Hold Long-Term
603,2024,9,6964.03,36.5,2541.87,45–59,Female,London,Pre-Owned Dealer,Trade-In
604,2023,2,6838.35,26.6,1819.0,Under 30,Male,London,Online Boutique,Hold Long-Term
605,2024,3,7247.36,26.8,1942.29,60+,Male,Midlands,Pre-Owned Dealer,Sell Within 3y
606,2024,12,1745.88,37.6,656.45,30–44,Male,South East,Authorized Dealer,Sell Within 3y
607,2024,7,6368.46,39.2,2496.44,60+,Female,North England,Pre-Owned Dealer,Hold Long-Term
608,2023,12,3490.21,37.5,1308.83,Under 30,Male,South East,Authorized Dealer,Sell Within 3y
609,2024,1,19715.18,42.4,8359.24,60+,Male,South East,Authorized Dealer,Sell Within 3y
610,2024,5,9098.73,40.4,3675.89,Under 30,Female,Midlands,Authorized Dealer,Sell Within 3y
611,2024,8,9606.83,39.2,3765.88,45–59,Female,Scotland,Authorized Dealer,Hold Long-Term
612,2023,6,7999.31,28.1,2247.81,30–44,Female,North England,Authorized Dealer,Hold Long-Term
613,2024,11,8654.2,32.8,2838.58,45–59,Male,Northern Ireland,Authorized Dealer,Trade-In
614,2024,5,4615.97,37.2,1717.14,60+,Male,North England,Pre-Owned Dealer,Trade-In
615,2024,10,9070.71,29.1,2639.58,30–44,Female,Midlands,Authorized Dealer,Hold Long-Term
616,2024,7,9327.06,30.2,2816.77,30–44,Male,South East,Pre-Owned Dealer,Sell Within 3y
617,2024,11,7112.7,28.7,2041.34,45–59,Male,South East,Pre-Owned Dealer,Sell Within 3y
618,2024,4,9023.19,32.9,2968.63,60+,Male,South East,Pre-Owned Dealer,Trade-In
619,2023,9,10132.39,37.2,3769.25,45–59,Male,London,Authorized Dealer,Sell Within 3y
620,2023,2,6661.19,42.3,2817.68,60+,Female,Midlands,Online Boutique,Sell Within 3y
621,2024,5,4230.69,36.5,1544.2,60+,Female,London,Authorized Dealer,Hold Long-Term
622,2024,12,9208.23,34.5,3176.84,60+,Male,South East,Pre-Owned Dealer,Sell Within 3y
623,2024,2,12224.38,31.1,3801.78,45–59,Male,London,Authorized Dealer,Hold Long-Term
624,2023,9,4108.34,42.9,1762.48,45–59,Male,London,Authorized Dealer,Trade-In
625,2024,3,10578.05,37.6,3977.35,45–59,Male,London,Authorized Dealer,Sell Within 3y
626,2024,12,7362.75,39.9,2937.74,45–59,Male,Scotland,Authorized Dealer,Hold Long-Term
627,2023,5,8491.05,31.1,2640.72,45–59,Male,London,Authorized Dealer,Sell Within 3y
628,2024,9,9313.82,30.0,2794.15,45–59,Male,Scotland,Pre-Owned Dealer,Sell Within 3y
629,2024,11,4337.32,37.6,1630.83,Under 30,Male,Scotland,Authorized Dealer,Sell Within 3y
630,2023,4,7460.84,36.8,2745.59,60+,Female,South East,Pre-Owned Dealer,Sell Within 3y
631,2023,8,9994.73,42.4,4237.77,45–59,Male,South East,Pre-Owned Dealer,Hold Long-Term
632,2024,10,11747.38,33.0,3876.64,Under 30,Male,Midlands,Pre-Owned Dealer,Trade-In
633,2024,9,9418.99,35.1,3306.07,60+,Male,London,Authorized Dealer,Trade-In
634,2024,3,4569.02,33.7,1539.76,45–59,Male,Midlands,Pre-Owned Dealer,Hold Long-Term
635,2024,6,7206.46,41.5,2990.68,60+,Male,Scotland,Authorized Dealer,Trade-In
636,2024,12,6011.77,32.2,1935.79,30–44,Male,South East,Authorized Dealer,Hold Long-Term
637,2024,1,6811.52,40.2,2738.23,45–59,Male,Wales,Authorized Dealer,Hold Long-Term
638,2024,5,10368.83,36.0,3732.78,30–44,Male,South East,Authorized Dealer,Trade-In
639,2023,4,3796.79,39.1,1484.54,45–59,Male,Northern Ireland,Authorized Dealer,Hold Long-Term
640,2023,5,8188.23,43.0,3520.94,30–44,Female,North England,Authorized Dealer,Sell Within 3y
641,2024,2,7942.42,38.8,3081.66,30–44,Male,Wales,Authorized Dealer,Trade-In
642,2023,9,4499.1,45.9,2065.09,45–59,Female,London,Authorized Dealer,Trade-In
643,2023,2,10435.46,38.0,3965.47,30–44,Non-binary/Other,South East,Authorized Dealer,Trade-In
644,2023,4,5250.05,27.1,1422.76,45–59,Male,Midlands,Pre-Owned Dealer,Trade-In
645,2023,6,6760.92,38.1,2575.91,45–59,Male,Scotland,Authorized Dealer,Trade-In
646,2024,6,2347.14,35.2,826.19,60+,Female,Scotland,Authorized Dealer,Trade-In
647,2024,2,10407.78,31.9,3320.08,45–59,Male,Midlands,Authorized Dealer,Hold Long-Term
648,2023,5,5929.62,35.2,2087.23,30–44,Female,Scotland,Authorized Dealer,Hold Long-Term
649,2024,9,5850.57,31.8,1860.48,30–44,Male,North England,Pre-Owned Dealer,Trade-In
650,2023,1,11937.2,38.4,4583.88,60+,Male,London,Authorized Dealer,Sell Within 3y
651,2024,11,3054.31,37.6,1148.42,60+,Female,Scotland,Authorized Dealer,Sell Within 3y
652,2024,8,9415.47,40.7,3832.1,45–59,Male,London,Authorized Dealer,Sell Within 3y
653,2024,10,10148.57,39.3,3988.39,45–59,Male,South East,Pre-Owned Dealer,Sell Within 3y
654,2024,7,2981.74,39.4,1174.81,45–59,Male,North England,Authorized Dealer,Hold Long-Term
655,2024,12,7381.3,29.3,2162.72,60+,Male,North England,Authorized Dealer,Hold Long-Term
656,2023,5,5695.22,34.8,1981.94,60+,Female,Scotland,Authorized Dealer,Trade-In
657,2024,1,4349.87,26.4,1148.37,60+,Male,North England,Authorized Dealer,Sell Within 3y
658,2024,5,3948.99,39.2,1548.0,45–59,Male,Wales,Authorized Dealer,Hold Long-Term
659,2024,10,8887.13,36.1,3208.25,30–44,Female,Midlands,Authorized Dealer,Sell Within 3y
660,2024,1,10636.65,37.5,3988.74,45–59,Male,North England,Pre-Owned Dealer,Hold Long-Term
661,2024,7,4225.41,35.7,1508.47,60+,Female,Northern Ireland,Authorized Dealer,Hold Long-Term
662,2024,4,4535.0,37.7,1709.7,45–59,Male,South East,Online Boutique,Sell Within 3y
663,2024,9,9252.99,25.9,2396.52,45–59,Female,London,Authorized Dealer,Trade-In
664,2023,9,17625.43,37.8,6662.41,Under 30,Female,London,Pre-Owned Dealer,Sell Within 3y
665,2024,2,3544.88,44.9,1591.65,45–59,Male,North England,Authorized Dealer,Hold Long-Term
666,2023,6,3682.91,38.0,1399.51,Under 30,Female,London,Pre-Owned Dealer,Trade-In
667,2023,6,4276.2,33.9,1449.63,45–59,Male,North England,Authorized Dealer,Sell Within 3y
668,2024,3,4302.99,42.7,1837.38,30–44,Male,South East,Pre-Owned Dealer,Hold Long-Term
669,2024,1,10646.81,37.7,4013.85,30–44,Male,Wales,Pre-Owned Dealer,Sell Within 3y
670,2023,2,4378.45,38.0,1663.81,60+,Male,South East,Authorized Dealer,Sell Within 3y
671,2024,3,16515.61,46.0,7597.18,60+,Male,London,Pre-Owned Dealer,Trade-In
672,2024,6,8027.23,38.4,3082.46,60+,Male,London,Online Boutique,Sell Within 3y
673,2024,6,10081.34,32.9,3316.76,45–59,Male,North England,Pre-Owned Dealer,Sell Within 3y
674,2024,6,8597.53,31.9,2742.61,45–59,Male,London,Authorized Dealer,Trade-In
675,2023,11,4357.48,41.7,1817.07,Under 30,Female,South East,Authorized Dealer,Hold Long-Term
676,2023,6,3755.78,27.9,1047.86,30–44,Male,London,Online Boutique,Sell Within 3y
677,2023,3,9798.44,33.5,3282.48,60+,Male,Scotland,Pre-Owned Dealer,Trade-In
678,2023,8,10968.42,32.7,3586.67,45–59,Male,Midlands,Pre-Owned Dealer,Sell Within 3y
679,2023,12,7948.84,41.0,3259.02,45–59,Male,North England,Authorized Dealer,Sell Within 3y
680,2023,5,6673.67,35.0,2335.78,45–59,Male,Wales,Authorized Dealer,Trade-In
681,2023,1,6945.73,37.0,2569.92,60+,Male,North England,Authorized Dealer,Trade-In
682,2024,5,7307.48,26.7,1951.1,45–59,Male,Scotland,Pre-Owned Dealer,Hold Long-Term
683,2024,8,3826.11,33.5,1281.75,45–59,Male,London,Authorized Dealer,Sell Within 3y
684,2024,4,6841.33,35.9,2456.04,45–59,Female,Midlands,Pre-Owned Dealer,Trade-In
685,2024,7,6678.17,35.8,2390.78,Under 30,Male,Wales,Authorized Dealer,Sell Within 3y
686,2024,8,3209.19,36.0,1155.31,45–59,Male,South East,Authorized Dealer,Hold Long-Term
687,2024,1,2198.56,39.0,857.44,45–59,Male,London,Pre-Owned Dealer,Sell Within 3y
688,2023,1,5996.8,37.3,2236.81,60+,Male,Midlands,Authorized Dealer,Trade-In
689,2024,9,2870.37,42.7,1225.65,45–59,Male,Wales,Authorized Dealer,Trade-In
690,2024,9,2530.44,33.4,845.17,45–59,Female,London,Authorized Dealer,Hold Long-Term
691,2023,4,3261.64,35.4,1154.62,45–59,Male,North England,Authorized Dealer,Hold Long-Term
692,2024,10,7197.47,33.8,2432.74,45–59,Male,Scotland,Authorized Dealer,Trade-In
693,2024,9,6525.06,43.8,2857.98,60+,Male,Scotland,Authorized Dealer,Sell Within 3y
694,2023,5,6866.09,42.4,2911.22,60+,Male,South East,Online Boutique,Hold Long-Term
695,2024,2,13385.94,29.3,3922.08,45–59,Female,Northern Ireland,Authorized Dealer,Sell Within 3y
696,2024,1,8242.83,29.6,2439.88,45–59,Male,Wales,Authorized Dealer,Hold Long-Term
697,2024,4,12571.38,40.5,5091.41,60+,Male,London,Pre-Owned Dealer,Trade-In
698,2024,9,7191.46,41.2,2962.88,45–59,Male,North England,Authorized Dealer,Sell Within 3y
699,2024,8,10336.17,38.7,4000.1,30–44,Female,South East,Authorized Dealer,Sell Within 3y
700,2024,8,12710.23,28.7,3647.84,45–59,Female,South East,Authorized Dealer,Sell Within 3y
701,2023,4,15110.6,33.2,5016.72,Under 30,Non-binary/Other,South East,Authorized Dealer,Trade-In
702,2023,10,6070.77,32.7,1985.14,30–44,Female,London,Authorized Dealer,Sell Within 3y
703,2024,2,4040.64,34.7,1402.1,60+,Male,North England,Pre-Owned Dealer,Trade-In
704,2024,2,6803.99,35.1,2388.2,60+,Male,South East,Pre-Owned Dealer,Trade-In
705,2023,6,11639.28,27.9,3247.36,30–44,Male,Midlands,Pre-Owned Dealer,Trade-In
706,2023,7,12758.18,32.6,4159.17,Under 30,Male,North England,Pre-Owned Dealer,Sell Within 3y
707,2023,9,7001.52,33.3,2331.51,Under 30,Male,London,Authorized Dealer,Hold Long-Term
708,2024,5,7748.46,25.5,1975.86,30–44,Male,London,Authorized Dealer,Hold Long-Term
709,2024,2,12836.24,44.4,5699.29,60+,Male,North England,Authorized Dealer,Hold Long-Term
710,2023,1,7143.05,44.4,3171.51,30–44,Female,South East,Authorized Dealer,Trade-In
711,2023,11,8781.15,31.8,2792.41,30–44,Male,London,Authorized Dealer,Sell Within 3y
712,2024,8,9747.17,33.3,3245.81,60+,Male,London,Authorized Dealer,Trade-In
713,2023,3,6056.06,33.4,2022.72,60+,Male,London,Authorized Dealer,Hold Long-Term
714,2024,7,4664.7,32.2,1502.03,60+,Male,Scotland,Authorized Dealer,Sell Within 3y
715,2023,12,18465.58,38.8,7164.65,60+,Male,London,Authorized Dealer,Trade-In
716,2024,10,5209.45,30.6,1594.09,45–59,Male,Midlands,Authorized Dealer,Trade-In
717,2024,8,4269.02,40.7,1737.49,60+,Non-binary/Other,Scotland,Authorized Dealer,Trade-In
718,2024,5,5964.71,39.1,2332.2,60+,Female,North England,Authorized Dealer,Sell Within 3y
719,2024,2,7085.86,35.9,2543.82,60+,Female,South East,Authorized Dealer,Trade-In
720,2023,5,7492.2,45.8,3431.43,Under 30,Non-binary/Other,Wales,Authorized Dealer,Hold Long-Term
721,2024,4,5797.7,40.2,2330.68,60+,Male,North England,Online Boutique,Sell Within 3y
722,2024,4,8165.93,34.2,2792.75,45–59,Male,London,Authorized Dealer,Hold Long-Term
723,2024,8,13516.68,35.0,4730.84,60+,Female,Wales,Authorized Dealer,Trade-In
724,2024,6,5785.98,41.8,2418.54,30–44,Female,Wales,Pre-Owned Dealer,Hold Long-Term
725,2024,7,6754.75,32.1,2168.27,60+,Male,Scotland,Authorized Dealer,Trade-In
726,2024,6,11839.65,30.7,3634.77,60+,Male,North England,Authorized Dealer,Hold Long-Term
727,2024,1,4370.49,40.1,1752.57,Under 30,Male,London,Authorized Dealer,Sell Within 3y
728,2024,1,4042.45,39.7,1604.85,30–44,Male,Midlands,Authorized Dealer,Sell Within 3y
729,2024,5,4971.76,32.4,1610.85,45–59,Female,London,Authorized Dealer,Hold Long-Term
730,2024,12,6333.37,45.6,2888.02,60+,Male,London,Pre-Owned Dealer,Hold Long-Term
731,2024,11,9630.37,34.0,3274.33,60+,Female,North England,Authorized Dealer,Hold Long-Term
732,2024,10,3360.21,41.3,1387.77,45–59,Male,North England,Authorized Dealer,Trade-In
733,2024,12,5015.52,38.5,1930.98,60+,Male,South East,Pre-Owned Dealer,Sell Within 3y
734,2023,11,4172.76,32.1,1339.46,60+,Male,London,Authorized Dealer,Trade-In
735,2023,11,3425.74,35.5,1216.14,45–59,Male,Northern Ireland,Pre-Owned Dealer,Sell Within 3y
736,2023,6,3881.96,23.8,923.91,60+,Male,London,Authorized Dealer,Sell Within 3y
737,2023,2,9054.2,41.1,3721.28,30–44,Male,London,Authorized Dealer,Hold Long-Term
738,2024,5,6917.65,36.5,2524.94,30–44,Male,London,Authorized Dealer,Trade-In
739,2024,4,7081.61,41.0,2903.46,45–59,Female,London,Authorized Dealer,Sell Within 3y
740,2023,9,8574.22,32.0,2743.75,30–44,Male,North England,Online Boutique,Sell Within 3y
741,2024,7,7958.71,35.2,2801.47,45–59,Female,Scotland,Authorized Dealer,Sell Within 3y
742,2023,12,7929.75,29.2,2315.49,60+,Male,Midlands,Pre-Owned Dealer,Trade-In
743,2024,4,14681.05,32.4,4756.66,30–44,Female,Scotland,Authorized Dealer,Trade-In
744,2023,10,8771.93,40.0,3508.77,60+,Male,Midlands,Authorized Dealer,Hold Long-Term
745,2024,3,2130.58,38.8,826.67,60+,Male,London,Authorized Dealer,Hold Long-Term
746,2024,2,8411.57,42.9,3608.56,60+,Female,South East,Authorized Dealer,Hold Long-Term
747,2024,9,9935.87,41.4,4113.45,60+,Male,Northern Ireland,Online Boutique,Hold Long-Term
748,2023,10,8162.06,37.0,3019.96,45–59,Female,South East,Authorized Dealer,Trade-In
749,2024,10,5163.46,23.5,1213.41,60+,Male,London,Authorized Dealer,Trade-In
750,2024,6,4314.95,43.4,1872.69,30–44,Male,London,Pre-Owned Dealer,Trade-In
751,2024,6,6760.39,37.2,2514.87,45–59,Female,North England,Pre-Owned Dealer,Trade-In
752,2023,1,8807.78,52.0,4580.05,60+,Male,Scotland,Authorized Dealer,Trade-In
753,2024,2,9540.13,45.6,4350.3,60+,Male,North England,Authorized Dealer,Trade-In
754,2023,4,3072.5,39.4,1210.56,45–59,Male,Wales,Authorized Dealer,Sell Within 3y
755,2023,12,7631.72,37.4,2854.26,45–59,Female,South East,Pre-Owned Dealer,Trade-In
756,2023,11,11323.54,34.7,3929.27,45–59,Female,London,Authorized Dealer,Trade-In
757,2024,12,9149.96,30.8,2818.19,45–59,Male,South East,Authorized Dealer,Hold Long-Term
758,2024,6,19236.24,33.1,6367.2,30–44,Female,Midlands,Authorized Dealer,Trade-In
759,2024,7,4956.64,35.9,1779.43,30–44,Male,South East,Online Boutique,Trade-In
760,2024,9,3997.68,30.8,1231.29,45–59,Male,Wales,Authorized Dealer,Hold Long-Term
761,2024,8,9597.13,34.7,3330.2,30–44,Female,South East,Authorized Dealer,Sell Within 3y
762,2024,6,12444.87,41.6,5177.07,30–44,Male,London,Authorized Dealer,Hold Long-Term
763,2024,5,4349.91,31.2,1357.17,30–44,Female,London,Authorized Dealer,Sell Within 3y
764,2024,1,6766.68,35.1,2375.1,45–59,Male,Scotland,Authorized Dealer,Trade-In
765,2024,4,7329.26,34.7,2543.25,45–59,Female,Midlands,Online Boutique,Sell Within 3y
766,2024,8,7907.0,36.8,2909.78,45–59,Female,Midlands,Authorized Dealer,Sell Within 3y
767,2023,2,11218.99,31.4,3522.76,30–44,Female,South East,Authorized Dealer,Sell Within 3y
768,2024,4,17681.42,33.9,5994.0,60+,Female,Midlands,Pre-Owned Dealer,Hold Long-Term
769,2023,10,5226.2,24.5,1280.42,45–59,Female,London,Authorized Dealer,Sell Within 3y
770,2024,2,5828.19,35.2,2051.52,45–59,Male,London,Authorized Dealer,Sell Within 3y
771,2024,8,3547.68,39.5,1401.33,30–44,Female,Scotland,Authorized Dealer,Sell Within 3y
772,2024,9,9176.49,39.5,3624.71,60+,Female,North England,Authorized Dealer,Sell Within 3y
773,2024,9,4147.14,41.6,1725.21,60+,Male,South East,Online Boutique,Hold Long-Term
774,2024,8,6993.23,31.0,2167.9,45–59,Male,South East,Authorized Dealer,Trade-In
775,2023,11,8046.15,37.5,3017.31,45–59,Male,South East,Authorized Dealer,Hold Long-Term
776,2024,3,11551.63,36.7,4239.45,30–44,Male,Wales,Authorized Dealer,Trade-In
777,2024,7,6492.59,34.8,2259.42,45–59,Male,London,Authorized Dealer,Hold Long-Term
778,2024,1,5416.82,37.7,2042.14,45–59,Female,North England,Authorized Dealer,Trade-In
779,2024,5,5083.34,36.5,1855.42,45–59,Male,North England,Pre-Owned Dealer,Trade-In
780,2024,10,9984.7,31.5,3145.18,45–59,Male,North England,Pre-Owned Dealer,Sell Within 3y
781,2024,11,5746.86,44.3,2545.86,45–59,Male,South East,Authorized Dealer,Hold Long-Term
782,2024,9,6790.71,44.2,3001.49,30–44,Male,London,Authorized Dealer,Hold Long-Term
783,2024,12,9102.95,30.1,2739.99,45–59,Male,North England,Authorized Dealer,Hold Long-Term
784,2024,2,11376.99,39.0,4437.03,60+,Male,North England,Authorized Dealer,Hold Long-Term
785,2023,3,10725.88,33.0,3539.54,45–59,Male,Wales,Pre-Owned Dealer,Hold Long-Term
786,2024,10,3694.16,40.2,1485.05,45–59,Male,Scotland,Authorized Dealer,Trade-In
787,2024,9,4216.02,32.3,1361.77,45–59,Male,North England,Authorized Dealer,Hold Long-Term
788,2024,5,7697.21,30.4,2339.95,60+,Male,South East,Authorized Dealer,Hold Long-Term
789,2023,6,8424.48,38.7,3260.27,30–44,Female,North England,Authorized Dealer,Sell Within 3y
790,2024,10,7435.63,33.5,2490.94,60+,Male,South East,Authorized Dealer,Sell Within 3y
791,2023,10,11413.4,37.4,4268.61,45–59,Female,South East,Online Boutique,Trade-In
792,2024,11,12579.96,34.0,4277.19,Under 30,Male,South East,Pre-Owned Dealer,Hold Long-Term
793,2024,1,6428.9,30.7,1973.67,45–59,Male,North England,Authorized Dealer,Sell Within 3y
794,2023,2,7149.26,23.3,1665.78,45–59,Male,South East,Authorized Dealer,Hold Long-Term
795,2024,5,10426.93,41.1,4285.47,60+,Female,London,Authorized Dealer,Trade-In
796,2024,6,9519.2,37.8,3598.26,60+,Male,South East,Pre-Owned Dealer,Trade-In
797,2023,2,4371.75,25.4,1110.42,60+,Male,London,Authorized Dealer,Hold Long-Term
798,2024,10,3873.5,30.7,1189.16,60+,Male,South East,Authorized Dealer,Trade-In
799,2023,6,3186.64,34.9,1112.14,45–59,Female,South East,Authorized Dealer,Trade-In
800,2023,12,6590.7,42.6,2807.64,Under 30,Male,North England,Pre-Owned Dealer,Hold Long-Term
801,2024,12,5182.41,39.6,2052.23,30–44,Male,Northern Ireland,Pre-Owned Dealer,Trade-In
802,2024,8,4992.28,40.1,2001.9,60+,Male,London,Pre-Owned Dealer,Hold Long-Term
803,2024,11,3497.5,38.1,1332.55,45–59,Male,London,Authorized Dealer,Hold Long-Term
804,2023,8,6465.98,36.0,2327.75,60+,Female,London,Authorized Dealer,Hold Long-Term
805,2023,2,3534.85,36.7,1297.29,45–59,Male,Scotland,Authorized Dealer,Hold Long-Term
806,2023,12,4069.18,38.2,1554.43,30–44,Female,South East,Authorized Dealer,Trade-In
807,2024,9,5694.71,33.1,1884.95,45–59,Male,London,Authorized Dealer,Trade-In
808,2024,2,7993.86,25.8,2062.42,30–44,Male,Scotland,Pre-Owned Dealer,Hold Long-Term
809,2024,7,6686.32,37.9,2534.12,30–44,Non-binary/Other,Midlands,Authorized Dealer,Hold Long-Term
810,2024,8,8755.72,35.1,3073.26,45–59,Female,Wales,Authorized Dealer,Sell Within 3y
811,2023,5,6413.96,28.5,1827.98,60+,Female,London,Pre-Owned Dealer,Hold Long-Term
812,2024,9,5536.94,34.9,1932.39,60+,Male,South East,Authorized Dealer,Sell Within 3y
813,2024,10,5760.4,41.8,2407.85,60+,Female,London,Authorized Dealer,Trade-In
814,2023,5,4550.83,31.5,1433.51,60+,Male,Midlands,Authorized Dealer,Hold Long-Term
815,2023,6,6663.56,34.4,2292.26,45–59,Male,Wales,Authorized Dealer,Sell Within 3y
816,2023,8,10680.54,33.7,3599.34,60+,Male,North England,Authorized Dealer,Sell Within 3y
817,2024,8,8903.91,31.7,2822.54,45–59,Male,South East,Authorized Dealer,Hold Long-Term
818,2024,6,8837.55,32.5,2872.2,60+,Male,Midlands,Authorized Dealer,Sell Within 3y
819,2023,7,7673.75,34.9,2678.14,60+,Male,London,Pre-Owned Dealer,Trade-In
820,2024,1,7224.3,40.4,2918.62,60+,Female,South East,Authorized Dealer,Sell Within 3y
821,2023,6,6852.63,36.6,2508.06,45–59,Male,Midlands,Authorized Dealer,Sell Within 3y
822,2024,5,4241.27,40.3,1709.23,45–59,Male,Wales,Authorized Dealer,Trade-In
823,2023,4,4163.86,35.0,1457.35,60+,Male,North England,Pre-Owned Dealer,Trade-In
824,2024,1,4469.23,36.4,1626.8,60+,Female,North England,Authorized Dealer,Trade-In
825,2023,10,9613.85,28.1,2701.49,60+,Male,South East,Online Boutique,Hold Long-Term
826,2024,9,5085.99,38.1,1937.76,45–59,Female,South East,Authorized Dealer,Hold Long-Term
827,2023,10,8496.39,40.4,3432.54,30–44,Male,South East,Authorized Dealer,Sell Within 3y
828,2024,11,4131.9,36.4,1504.01,45–59,Male,London,Pre-Owned Dealer,Sell Within 3y
829,2024,11,5877.55,41.1,2415.67,30–44,Female,South East,Authorized Dealer,Sell Within 3y
830,2023,3,4421.15,41.9,1852.46,60+,Female,London,Authorized Dealer,Sell Within 3y
831,2024,9,8692.75,36.8,3198.93,60+,Male,Midlands,Authorized Dealer,Sell Within 3y
832,2024,11,14603.68,38.4,5607.81,45–59,Female,North England,Pre-Owned Dealer,Sell Within 3y
833,2023,8,3978.83,45.7,1818.33,45–59,Male,Scotland,Authorized Dealer,Hold Long-Term
834,2023,3,7401.71,32.2,2383.35,30–44,Male,South East,Pre-Owned Dealer,Trade-In
835,2023,5,4704.56,38.0,1787.73,30–44,Male,Wales,Authorized Dealer,Sell Within 3y
836,2023,1,8778.02,45.2,3967.67,60+,Male,South East,Authorized Dealer,Trade-In
837,2024,10,12988.87,33.0,4286.33,60+,Male,North England,Authorized Dealer,Sell Within 3y
838,2023,4,5327.23,45.5,2423.89,60+,Male,London,Authorized Dealer,Trade-In
839,2024,1,9899.96,36.8,3643.19,Under 30,Non-binary/Other,London,Pre-Owned Dealer,Hold Long-Term
840,2024,6,6297.43,32.9,2071.85,30–44,Female,Midlands,Authorized Dealer,Trade-In
841,2024,8,4919.7,39.2,1928.52,45–59,Male,London,Authorized Dealer,Trade-In
842,2024,11,5646.46,40.2,2269.88,60+,Male,North England,Online Boutique,Trade-In
843,2023,2,10615.62,34.0,3609.31,45–59,Male,South East,Authorized Dealer,Trade-In
844,2023,7,7872.6,37.4,2944.35,45–59,Male,London,Authorized Dealer,Hold Long-Term
845,2024,6,6425.76,34.5,2216.89,45–59,Female,North England,Authorized Dealer,Hold Long-Term
846,2024,2,6194.39,33.5,2075.12,30–44,Female,Scotland,Authorized Dealer,Trade-In
847,2024,9,5160.31,38.3,1976.4,45–59,Male,London,Authorized Dealer,Hold Long-Term
848,2023,3,8658.39,41.2,3567.26,45–59,Female,London,Authorized Dealer,Hold Long-Term
849,2024,4,15963.42,32.3,5156.18,30–44,Male,North England,Authorized Dealer,Sell Within 3y
850,2023,9,6211.77,35.5,2205.18,Under 30,Male,Scotland,Authorized Dealer,Hold Long-Term
851,2024,9,4357.64,46.3,2017.59,45–59,Non-binary/Other,London,Authorized Dealer,Trade-In
852,2024,6,7771.97,39.2,3046.61,30–44,Male,Wales,Authorized Dealer,Trade-In
853,2023,8,8274.13,29.1,2407.77,45–59,Male,Wales,Authorized Dealer,Sell Within 3y
854,2023,8,10333.73,40.1,4143.83,30–44,Male,London,Authorized Dealer,Hold Long-Term
855,2023,11,4061.66,30.5,1238.81,45–59,Female,North England,Authorized Dealer,Trade-In
